Index,k12,k12_err,k21,k21_err,k13,k13_err,k31,k31_err,k23,k23_err,k32,k32_err
1,2.015961646,0.125499654,134.8449784,6.348625702,132.9689897,4.297773686,2077.492874,62.75652063,0,0,0,0
